Flight_ID,Aircraft_Type,Origin,Destination,Departure_DateTime,Flight_Status,Delay_Minutes,Distance_KM,Max_Capacity,Passenger_Count,Avg_Ticket_Price_USD,Total_Revenue_USD,Fuel_Consumed_Liters,CO2_Emissions_KG,Customer_Rating
AV3866,Airbus A320,DXB,SIN,13-04-2026 03:19,On Time,0,3600,160,143,280.38,40094.34,12240,38678.4,3.4
AV3867,Airbus A320,DXB,BOM,13-04-2026 03:23,Delayed,128,1200,160,105,774.19,81289.95,4080,12892.8,4.7
AV3868,Boeing 787,LHR,JFK,13-04-2026 05:35,On Time,0,3450,290,283,690.04,195281.32,17940,56690.4,2.6
AV3869,Boeing 737,DXB,BOM,13-04-2026 07:30,On Time,0,1200,180,152,411.16,62496.32,4320,13651.2,4.3
AV3870,Airbus A320,DXB,JFK,13-04-2026 07:49,On Time,0,6800,160,150,587.24,88086,23120,73059.2,5
AV3871,Airbus A350,BOM,SIN,13-04-2026 11:16,On Time,0,2400,320,223,505.55,112737.65,13920,43987.2,3.8
AV3872,Bombardier CRJ900,DXB,SIN,13-04-2026 11:38,On Time,0,3600,90,80,252.72,20217.6,7920,25027.2,4.9
AV3873,Airbus A350,BOM,SIN,13-04-2026 12:27,On Time,0,2400,320,291,875.75,254843.25,13920,43987.2,3.3
AV3874,Airbus A320,DXB,LHR,13-04-2026 14:02,On Time,0,3400,160,121,605.69,73288.49,11560,36529.6,2
AV3875,Boeing 787,DXB,CDG,13-04-2026 14:25,On Time,0,3200,290,218,854.19,186213.42,16640,52582.4,2.1
AV3876,Airbus A320,CDG,JFK,13-04-2026 14:28,On Time,0,3630,160,138,809.06,111650.28,12342,39000.72,4.1
AV3877,Airbus A320,DXB,LHR,13-04-2026 16:52,On Time,0,3400,160,101,213.82,21595.82,11560,36529.6,1.5
AV3878,Boeing 737,DXB,SIN,13-04-2026 19:35,On Time,0,3600,180,160,315.82,50531.2,12960,40953.6,3.8
AV3879,Airbus A320,DXB,SYD,13-04-2026 19:59,On Time,0,7500,160,98,266.21,26088.58,25500,80580,2
AV3880,Boeing 737,BOM,SIN,13-04-2026 21:48,Delayed,20,2400,180,121,814.62,98569.02,8640,27302.4,4.9
AV3881,Boeing 737,DXB,BOM,13-04-2026 23:09,On Time,0,1200,180,155,839.96,130193.8,4320,13651.2,2.1
AV3882,Airbus A350,DXB,CDG,13-04-2026 23:33,On Time,0,3200,320,204,572.38,116765.52,18560,58649.6,3.4
AV3883,Boeing 737,LHR,JFK,13-04-2026 23:46,On Time,0,3450,180,177,233.34,41301.18,12420,39247.2,3.8
AV3884,Boeing 737,DXB,LHR,13-04-2026 23:50,On Time,0,3400,180,170,258.49,43943.3,12240,38678.4,4.4
AV3885,Boeing 737,LHR,JFK,13-04-2026 23:57,On Time,0,3450,180,153,800.84,122528.52,12420,39247.2,3.1
AV3886,Bombardier CRJ900,BOM,SIN,14-04-2026 01:08,On Time,0,2400,90,83,893.35,74148.05,5280,16684.8,4.8
AV3887,Airbus A320,BOM,SIN,14-04-2026 01:28,On Time,0,2400,160,152,309.58,47056.16,8160,25785.6,3.2
AV3888,Airbus A320,CDG,JFK,14-04-2026 01:41,On Time,0,3630,160,112,158.91,17797.92,12342,39000.72,2.4
AV3889,Boeing 787,DXB,SYD,14-04-2026 01:50,On Time,0,7500,290,272,414.76,112814.72,39000,123240,3.6
AV3890,Airbus A350,DXB,SYD,14-04-2026 03:15,On Time,0,7500,320,216,174.4,37670.4,43500,137460,3.8
AV3891,Boeing 737,DXB,JFK,14-04-2026 03:22,On Time,0,6800,180,137,812.38,111296.06,24480,77356.8,3.3
AV3892,Airbus A320,DXB,BOM,14-04-2026 03:30,On Time,0,1200,160,131,543.21,71160.51,4080,12892.8,4.1
AV3893,Boeing 787,DXB,SIN,14-04-2026 03:37,On Time,0,3600,290,256,663.49,169853.44,18720,59155.2,3
AV3894,Airbus A320,DXB,SIN,14-04-2026 04:19,Cancelled,0,3600,160,0,479.19,0,0,0,
AV3895,Boeing 737,BOM,SIN,14-04-2026 04:48,On Time,0,2400,180,110,426.41,46905.1,8640,27302.4,1.5
AV3896,Airbus A350,DXB,LHR,14-04-2026 05:39,On Time,0,3400,320,229,327.76,75057.04,19720,62315.2,2.4
AV3897,Airbus A320,DXB,SIN,14-04-2026 05:52,On Time,0,3600,160,134,766.43,102701.62,12240,38678.4,4.8
AV3898,Boeing 737,DXB,SIN,14-04-2026 05:53,On Time,0,3600,180,133,706.44,93956.52,12960,40953.6,4.2
AV3899,Airbus A320,DXB,LHR,14-04-2026 06:51,On Time,0,3400,160,145,438.58,63594.1,11560,36529.6,2.2
AV3900,Boeing 737,DXB,BOM,14-04-2026 10:20,On Time,0,1200,180,154,406.89,62661.06,4320,13651.2,1.7
AV3901,Boeing 737,DXB,CDG,14-04-2026 10:57,Delayed,20,3200,180,124,150.99,18722.76,11520,36403.2,2.7
AV3902,Boeing 787,DXB,SYD,14-04-2026 12:28,On Time,0,7500,290,190,200.84,38159.6,39000,123240,4.4
AV3903,Boeing 737,CDG,JFK,14-04-2026 13:38,On Time,0,3630,180,153,648.6,99235.8,13068,41294.88,1.9
AV3904,Airbus A320,CDG,JFK,14-04-2026 13:51,On Time,0,3630,160,124,561.69,69649.56,12342,39000.72,3.4
AV3905,Airbus A320,CDG,JFK,14-04-2026 15:53,On Time,0,3630,160,106,497.84,52771.04,12342,39000.72,2.5
AV3906,Boeing 737,DXB,LHR,14-04-2026 16:53,On Time,0,3400,180,131,812,106372,12240,38678.4,4
AV3907,Bombardier CRJ900,CDG,JFK,14-04-2026 17:20,On Time,0,3630,90,64,553.12,35399.68,7986,25235.76,1.5
AV3908,Boeing 737,BOM,SIN,14-04-2026 17:48,On Time,0,2400,180,115,457.59,52622.85,8640,27302.4,2.5
AV3909,Boeing 737,DXB,JFK,14-04-2026 18:38,On Time,0,6800,180,147,279.01,41014.47,24480,77356.8,3.9
AV3910,Boeing 737,DXB,LHR,14-04-2026 19:17,On Time,0,3400,180,162,806.55,130661.1,12240,38678.4,3.4
AV3911,Boeing 737,DXB,LHR,14-04-2026 19:21,Diverted,0,3400,180,149,611,91039,12240,38678.4,4.2
AV3912,Boeing 737,DXB,SYD,14-04-2026 19:25,On Time,0,7500,180,167,223.97,37402.99,27000,85320,2.1
AV3913,Boeing 787,CDG,JFK,14-04-2026 19:55,On Time,0,3630,290,188,669.12,125794.56,18876,59648.16,3.4
AV3914,Bombardier CRJ900,LHR,JFK,14-04-2026 20:24,On Time,0,3450,90,69,490.06,33814.14,7590,23984.4,2.2
AV3915,Boeing 737,DXB,CDG,14-04-2026 23:12,On Time,0,3200,180,151,799.11,120665.61,11520,36403.2,3.7
AV3916,Airbus A320,DXB,JFK,14-04-2026 23:47,Delayed,44,6800,160,139,885.13,123033.07,23120,73059.2,2
AV3917,Boeing 787,DXB,LHR,14-04-2026 23:48,On Time,0,3400,290,254,630.37,160113.98,17680,55868.8,2
AV3918,Airbus A350,DXB,JFK,15-04-2026 00:05,On Time,0,6800,320,285,735.29,209557.65,39440,124630.4,2.6
AV3919,Airbus A320,DXB,LHR,15-04-2026 00:27,On Time,0,3400,160,137,195.27,26751.99,11560,36529.6,2.9
AV3920,Boeing 737,DXB,BOM,15-04-2026 00:56,On Time,0,1200,180,114,598.2,68194.8,4320,13651.2,3.2
AV3921,Boeing 737,DXB,SYD,15-04-2026 01:00,On Time,0,7500,180,158,754.27,119174.66,27000,85320,3.5
AV3922,Boeing 787,BOM,SIN,15-04-2026 02:31,On Time,0,2400,290,258,547.41,141231.78,12480,39436.8,3.1
AV3923,Boeing 787,DXB,BOM,15-04-2026 03:27,On Time,0,1200,290,289,624.84,180578.76,6240,19718.4,1.7
AV3924,Boeing 737,CDG,JFK,15-04-2026 04:25,On Time,0,3630,180,157,869.16,136458.12,13068,41294.88,2.7
AV3925,Airbus A320,DXB,CDG,15-04-2026 08:10,On Time,0,3200,160,139,308.48,42878.72,10880,34380.8,1.7
AV3926,Bombardier CRJ900,LHR,JFK,15-04-2026 08:27,Delayed,15,3450,90,72,228.6,16459.2,7590,23984.4,1.9
AV3927,Boeing 787,BOM,SIN,15-04-2026 09:48,Diverted,0,2400,290,274,702.51,192487.74,12480,39436.8,1.8
AV3928,Bombardier CRJ900,DXB,BOM,15-04-2026 10:48,On Time,0,1200,90,89,808.28,71936.92,2640,8342.4,2.1
AV3929,Boeing 787,DXB,JFK,15-04-2026 11:04,Delayed,77,6800,290,264,830.39,219222.96,35360,111737.6,4.3
AV3930,Airbus A320,DXB,JFK,15-04-2026 11:14,On Time,0,6800,160,135,663.32,89548.2,23120,73059.2,3.7
AV3931,Airbus A320,DXB,CDG,15-04-2026 13:55,On Time,0,3200,160,101,816.57,82473.57,10880,34380.8,3.3
AV3932,Airbus A320,DXB,LHR,15-04-2026 14:19,Cancelled,0,3400,160,0,710.53,0,0,0,
AV3933,Boeing 737,DXB,JFK,15-04-2026 14:57,On Time,0,6800,180,160,219.9,35184,24480,77356.8,4.1
AV3934,Airbus A320,CDG,JFK,15-04-2026 15:56,On Time,0,3630,160,141,759.63,107107.83,12342,39000.72,4.9
AV3935,Boeing 787,LHR,JFK,15-04-2026 17:19,Delayed,150,3450,290,263,293.49,77187.87,17940,56690.4,3
AV3936,Boeing 737,DXB,SYD,15-04-2026 19:33,On Time,0,7500,180,116,339.29,39357.64,27000,85320,2.8
AV3937,Boeing 787,CDG,JFK,15-04-2026 19:33,On Time,0,3630,290,249,465.72,115964.28,18876,59648.16,4.9
AV3938,Airbus A320,LHR,JFK,15-04-2026 19:46,On Time,0,3450,160,114,401.65,45788.1,11730,37066.8,4.2
AV3939,Bombardier CRJ900,DXB,CDG,15-04-2026 22:03,Delayed,42,3200,90,81,407.32,32992.92,7040,22246.4,4.2
AV3940,Boeing 737,CDG,JFK,15-04-2026 23:28,On Time,0,3630,180,125,285.41,35676.25,13068,41294.88,3.6
AV3941,Boeing 737,DXB,SYD,15-04-2026 23:31,On Time,0,7500,180,157,385.1,60460.7,27000,85320,3.3
AV3942,Airbus A320,DXB,SYD,15-04-2026 23:46,On Time,0,7500,160,114,165.73,18893.22,25500,80580,3.4
AV3943,Boeing 737,DXB,SIN,16-04-2026 00:28,On Time,0,3600,180,108,528.33,57059.64,12960,40953.6,3.8
AV3944,Boeing 787,DXB,LHR,16-04-2026 00:43,On Time,0,3400,290,247,764.87,188922.89,17680,55868.8,2.8
AV3945,Boeing 787,DXB,CDG,16-04-2026 04:20,On Time,0,3200,290,187,839.8,157042.6,16640,52582.4,4.2
AV3946,Boeing 737,CDG,JFK,16-04-2026 05:21,On Time,0,3630,180,155,806.34,124982.7,13068,41294.88,4.7
AV3947,Airbus A320,BOM,SIN,16-04-2026 05:27,Delayed,103,2400,160,155,483.17,74891.35,8160,25785.6,3.5
AV3948,Airbus A320,BOM,SIN,16-04-2026 06:03,On Time,0,2400,160,158,734.34,116025.72,8160,25785.6,2.8
AV3949,Airbus A320,DXB,CDG,16-04-2026 06:41,Delayed,175,3200,160,111,380.31,42214.41,10880,34380.8,3.9
AV3950,Bombardier CRJ900,CDG,JFK,16-04-2026 06:59,On Time,0,3630,90,83,194.45,16139.35,7986,25235.76,2.1
AV3951,Airbus A350,DXB,BOM,16-04-2026 07:13,Diverted,0,1200,320,237,690.78,163714.86,6960,21993.6,4.9
AV3952,Airbus A320,DXB,BOM,16-04-2026 09:04,On Time,0,1200,160,153,669.04,102363.12,4080,12892.8,3.8
AV3953,Boeing 787,DXB,LHR,16-04-2026 09:41,On Time,0,3400,290,265,791.3,209694.5,17680,55868.8,1.7
AV3954,Airbus A320,CDG,JFK,16-04-2026 10:37,On Time,0,3630,160,100,642.88,64288,12342,39000.72,3.4
AV3955,Bombardier CRJ900,DXB,SYD,16-04-2026 12:38,On Time,0,7500,90,68,275.51,18734.68,16500,52140,4.1
AV3956,Airbus A320,DXB,JFK,16-04-2026 13:38,On Time,0,6800,160,117,832.53,97406.01,23120,73059.2,2.5
AV3957,Boeing 787,BOM,SIN,16-04-2026 14:27,On Time,0,2400,290,265,651.8,172727,12480,39436.8,1.7
AV3958,Airbus A350,CDG,JFK,16-04-2026 14:39,On Time,0,3630,320,244,796.09,194245.96,21054,66530.64,3.2
AV3959,Boeing 737,CDG,JFK,16-04-2026 14:53,On Time,0,3630,180,157,769.29,120778.53,13068,41294.88,4.4
AV3960,Boeing 787,DXB,JFK,16-04-2026 15:10,Cancelled,0,6800,290,0,388.29,0,0,0,
AV3961,Boeing 737,DXB,JFK,16-04-2026 15:50,On Time,0,6800,180,151,209.64,31655.64,24480,77356.8,2.4
AV3962,Boeing 737,LHR,JFK,16-04-2026 16:25,Diverted,0,3450,180,178,291.2,51833.6,12420,39247.2,4
AV3963,Boeing 737,DXB,SIN,16-04-2026 16:55,On Time,0,3600,180,175,224.29,39250.75,12960,40953.6,2.9
AV3964,Bombardier CRJ900,DXB,LHR,16-04-2026 18:40,On Time,0,3400,90,69,344.73,23786.37,7480,23636.8,1.7
AV3965,Airbus A350,BOM,SIN,16-04-2026 18:50,On Time,0,2400,320,284,517.63,147006.92,13920,43987.2,2.6
AV3966,Boeing 787,DXB,JFK,16-04-2026 19:23,Delayed,67,6800,290,270,875.45,236371.5,35360,111737.6,2.6
AV3967,Boeing 787,DXB,BOM,16-04-2026 19:43,On Time,0,1200,290,278,847.62,235638.36,6240,19718.4,4.7
AV3968,Airbus A320,DXB,CDG,16-04-2026 20:01,On Time,0,3200,160,100,724.88,72488,10880,34380.8,4.9
AV3969,Bombardier CRJ900,DXB,BOM,16-04-2026 20:20,On Time,0,1200,90,64,169.29,10834.56,2640,8342.4,2.2
AV3970,Airbus A320,LHR,JFK,16-04-2026 21:21,On Time,0,3450,160,116,423.11,49080.76,11730,37066.8,3
AV3971,Airbus A320,LHR,JFK,16-04-2026 22:46,On Time,0,3450,160,123,695.88,85593.24,11730,37066.8,4.9
AV3972,Boeing 737,DXB,JFK,16-04-2026 23:26,On Time,0,6800,180,120,253.22,30386.4,24480,77356.8,2.9
AV3973,Boeing 787,LHR,JFK,16-04-2026 23:55,On Time,0,3450,290,231,790.87,182690.97,17940,56690.4,2.7
AV3974,Boeing 787,DXB,SYD,17-04-2026 01:48,On Time,0,7500,290,250,881.66,220415,39000,123240,1.9
AV3975,Airbus A320,CDG,JFK,17-04-2026 01:55,Delayed,52,3630,160,127,433.28,55026.56,12342,39000.72,4.1
AV3976,Boeing 737,CDG,JFK,17-04-2026 02:07,On Time,0,3630,180,155,714.67,110773.85,13068,41294.88,3.1
AV3977,Airbus A350,DXB,JFK,17-04-2026 02:10,On Time,0,6800,320,200,268.56,53712,39440,124630.4,3.7
AV3978,Boeing 737,LHR,JFK,17-04-2026 02:42,Diverted,0,3450,180,171,702.65,120153.15,12420,39247.2,3.3
AV3979,Boeing 787,DXB,CDG,17-04-2026 03:22,On Time,0,3200,290,282,167.16,47139.12,16640,52582.4,2.1
AV3980,Bombardier CRJ900,DXB,SYD,17-04-2026 04:24,On Time,0,7500,90,76,270.62,20567.12,16500,52140,2.1
AV3981,Airbus A320,DXB,LHR,17-04-2026 04:51,Delayed,66,3400,160,152,717.91,109122.32,11560,36529.6,4.8
AV3982,Boeing 737,LHR,JFK,17-04-2026 06:23,On Time,0,3450,180,117,719.48,84179.16,12420,39247.2,4.6
AV3983,Boeing 787,DXB,SYD,17-04-2026 06:33,On Time,0,7500,290,266,662.93,176339.38,39000,123240,3.6
AV3984,Boeing 787,DXB,SIN,17-04-2026 06:43,On Time,0,3600,290,187,531.89,99463.43,18720,59155.2,1.5
AV3985,Airbus A320,DXB,LHR,17-04-2026 09:42,On Time,0,3400,160,122,689.93,84171.46,11560,36529.6,3
AV3986,Bombardier CRJ900,CDG,JFK,17-04-2026 10:16,On Time,0,3630,90,65,769.04,49987.6,7986,25235.76,3.4
AV3987,Boeing 737,DXB,SIN,17-04-2026 10:50,On Time,0,3600,180,150,923.19,138478.5,12960,40953.6,3.1
AV3988,Airbus A320,DXB,JFK,17-04-2026 11:05,On Time,0,6800,160,115,860.91,99004.65,23120,73059.2,4.7
AV3989,Boeing 787,BOM,SIN,17-04-2026 11:25,Delayed,92,2400,290,247,785.63,194050.61,12480,39436.8,1.6
AV3990,Airbus A350,DXB,JFK,17-04-2026 11:58,On Time,0,6800,320,239,705.81,168688.59,39440,124630.4,3.8
AV3991,Boeing 737,DXB,CDG,17-04-2026 12:45,On Time,0,3200,180,169,609.32,102975.08,11520,36403.2,2.6
AV3992,Boeing 787,DXB,SYD,17-04-2026 12:55,On Time,0,7500,290,247,246.49,60883.03,39000,123240,3.5
AV3993,Airbus A320,BOM,SIN,17-04-2026 13:40,Delayed,153,2400,160,109,282.45,30787.05,8160,25785.6,3.8
AV3994,Airbus A320,DXB,LHR,17-04-2026 14:40,Delayed,144,3400,160,117,806.22,94327.74,11560,36529.6,3
AV3995,Boeing 737,DXB,LHR,17-04-2026 14:55,Delayed,67,3400,180,169,792.65,133957.85,12240,38678.4,2
AV3996,Airbus A350,DXB,SIN,17-04-2026 15:12,Delayed,108,3600,320,241,641.57,154618.37,20880,65980.8,3.3
AV3997,Boeing 737,DXB,CDG,17-04-2026 16:12,On Time,0,3200,180,146,501.07,73156.22,11520,36403.2,4.8
AV3998,Boeing 737,CDG,JFK,17-04-2026 16:27,On Time,0,3630,180,154,170.83,26307.82,13068,41294.88,3.4
AV3999,Boeing 737,LHR,JFK,17-04-2026 16:52,On Time,0,3450,180,133,411.74,54761.42,12420,39247.2,1.9
AV4000,Airbus A350,LHR,JFK,17-04-2026 19:32,On Time,0,3450,320,229,486.51,111410.79,20010,63231.6,4.4
AV4001,Airbus A320,BOM,SIN,17-04-2026 20:53,On Time,0,2400,160,126,538.65,67869.9,8160,25785.6,2.3
AV4002,Boeing 787,DXB,CDG,17-04-2026 22:54,On Time,0,3200,290,198,893.46,176905.08,16640,52582.4,2.8
AV4003,Boeing 737,DXB,CDG,18-04-2026 00:13,On Time,0,3200,180,128,236.97,30332.16,11520,36403.2,3
AV4004,Airbus A320,DXB,LHR,18-04-2026 00:45,Delayed,108,3400,160,99,565.09,55943.91,11560,36529.6,2.7
AV4005,Airbus A320,CDG,JFK,18-04-2026 01:34,On Time,0,3630,160,115,444.34,51099.1,12342,39000.72,2.9
AV4006,Airbus A350,DXB,SYD,18-04-2026 04:19,On Time,0,7500,320,233,942.08,219504.64,43500,137460,4.3
AV4007,Bombardier CRJ900,CDG,JFK,18-04-2026 06:03,On Time,0,3630,90,88,839.49,73875.12,7986,25235.76,2.3
AV4008,Boeing 737,DXB,BOM,18-04-2026 06:33,On Time,0,1200,180,150,501.03,75154.5,4320,13651.2,3.1
AV4009,Airbus A320,DXB,CDG,18-04-2026 07:09,On Time,0,3200,160,146,949.76,138664.96,10880,34380.8,1.6
AV4010,Boeing 737,DXB,JFK,18-04-2026 07:22,On Time,0,6800,180,111,561.25,62298.75,24480,77356.8,3.3
AV4011,Airbus A320,DXB,CDG,18-04-2026 07:25,On Time,0,3200,160,102,283.69,28936.38,10880,34380.8,1.9
AV4012,Boeing 737,BOM,SIN,18-04-2026 07:57,On Time,0,2400,180,166,594.7,98720.2,8640,27302.4,2.5
AV4013,Boeing 737,DXB,JFK,18-04-2026 08:22,On Time,0,6800,180,152,330.96,50305.92,24480,77356.8,2.6
AV4014,Airbus A320,BOM,SIN,18-04-2026 09:21,On Time,0,2400,160,108,659.05,71177.4,8160,25785.6,1.8
AV4015,Airbus A320,DXB,SIN,18-04-2026 10:51,On Time,0,3600,160,121,899.95,108893.95,12240,38678.4,2.8
AV4016,Boeing 737,DXB,LHR,18-04-2026 11:16,On Time,0,3400,180,146,778.96,113728.16,12240,38678.4,3.2
AV4017,Boeing 787,DXB,CDG,18-04-2026 11:39,On Time,0,3200,290,271,368.53,99871.63,16640,52582.4,3
AV4018,Airbus A320,DXB,LHR,18-04-2026 12:05,Delayed,21,3400,160,99,387.49,38361.51,11560,36529.6,2.5
AV4019,Boeing 737,LHR,JFK,18-04-2026 14:26,On Time,0,3450,180,150,205.43,30814.5,12420,39247.2,2.5
AV4020,Boeing 787,BOM,SIN,18-04-2026 14:49,On Time,0,2400,290,257,378.69,97323.33,12480,39436.8,3.7
AV4021,Boeing 737,DXB,BOM,18-04-2026 17:36,Cancelled,0,1200,180,0,224.1,0,0,0,
AV4022,Airbus A320,DXB,BOM,18-04-2026 18:01,Delayed,81,1200,160,158,549.56,86830.48,4080,12892.8,4
AV4023,Airbus A320,LHR,JFK,18-04-2026 18:23,Delayed,151,3450,160,147,716.68,105351.96,11730,37066.8,3.5
AV4024,Boeing 737,DXB,SIN,18-04-2026 18:45,On Time,0,3600,180,127,750.94,95369.38,12960,40953.6,4.9
AV4025,Boeing 737,DXB,BOM,18-04-2026 19:12,On Time,0,1200,180,159,197.62,31421.58,4320,13651.2,4.8
AV4026,Airbus A320,BOM,SIN,18-04-2026 20:22,On Time,0,2400,160,144,421.96,60762.24,8160,25785.6,1.8
AV4027,Bombardier CRJ900,DXB,BOM,18-04-2026 20:24,On Time,0,1200,90,80,380.54,30443.2,2640,8342.4,2.4
AV4028,Airbus A320,LHR,JFK,18-04-2026 20:32,On Time,0,3450,160,148,233.44,34549.12,11730,37066.8,4.5
AV4029,Airbus A320,DXB,JFK,18-04-2026 20:33,On Time,0,6800,160,153,439.98,67316.94,23120,73059.2,1.6
AV4030,Airbus A320,DXB,LHR,18-04-2026 20:57,On Time,0,3400,160,102,389.46,39724.92,11560,36529.6,3.6
AV4031,Boeing 737,DXB,SYD,18-04-2026 21:15,Cancelled,0,7500,180,0,657.6,0,0,0,
AV4032,Airbus A320,BOM,SIN,18-04-2026 21:20,On Time,0,2400,160,102,856.64,87377.28,8160,25785.6,4.8
AV4033,Boeing 787,DXB,LHR,18-04-2026 22:18,On Time,0,3400,290,266,513.87,136689.42,17680,55868.8,3.9
AV4034,Boeing 737,CDG,JFK,18-04-2026 23:12,On Time,0,3630,180,126,747.33,94163.58,13068,41294.88,1.8
AV4035,Boeing 737,DXB,BOM,19-04-2026 01:06,On Time,0,1200,180,112,266.81,29882.72,4320,13651.2,4.1
AV4036,Boeing 737,DXB,BOM,19-04-2026 02:07,On Time,0,1200,180,136,865.97,117771.92,4320,13651.2,2.8
AV4037,Airbus A320,DXB,SIN,19-04-2026 03:39,On Time,0,3600,160,148,272.08,40267.84,12240,38678.4,4.7
AV4038,Bombardier CRJ900,DXB,LHR,19-04-2026 03:59,On Time,0,3400,90,58,303.68,17613.44,7480,23636.8,2.5
AV4039,Boeing 737,CDG,JFK,19-04-2026 04:02,On Time,0,3630,180,156,235.17,36686.52,13068,41294.88,3.2
AV4040,Airbus A320,DXB,BOM,19-04-2026 06:45,On Time,0,1200,160,96,397.74,38183.04,4080,12892.8,4.1
AV4041,Boeing 737,DXB,SIN,19-04-2026 06:47,On Time,0,3600,180,115,591.93,68071.95,12960,40953.6,2.4
AV4042,Bombardier CRJ900,DXB,LHR,19-04-2026 07:15,On Time,0,3400,90,66,940.4,62066.4,7480,23636.8,2.1
AV4043,Boeing 737,DXB,SIN,19-04-2026 07:24,On Time,0,3600,180,114,784.69,89454.66,12960,40953.6,1.5
AV4044,Airbus A320,DXB,LHR,19-04-2026 08:49,On Time,0,3400,160,150,454.35,68152.5,11560,36529.6,3.2
AV4045,Boeing 787,DXB,CDG,19-04-2026 09:40,On Time,0,3200,290,274,610.68,167326.32,16640,52582.4,4.8
AV4046,Boeing 787,DXB,CDG,19-04-2026 11:48,On Time,0,3200,290,261,648.65,169297.65,16640,52582.4,2.5
AV4047,Airbus A320,LHR,JFK,19-04-2026 13:08,On Time,0,3450,160,111,808.18,89707.98,11730,37066.8,1.7
AV4048,Boeing 737,BOM,SIN,19-04-2026 13:59,On Time,0,2400,180,145,739.16,107178.2,8640,27302.4,3.7
AV4049,Airbus A320,DXB,SIN,19-04-2026 14:45,On Time,0,3600,160,107,605.43,64781.01,12240,38678.4,1.7
AV4050,Boeing 737,LHR,JFK,19-04-2026 16:04,On Time,0,3450,180,128,685.35,87724.8,12420,39247.2,3.3
AV4051,Boeing 737,DXB,SIN,19-04-2026 17:07,Delayed,130,3600,180,145,746.73,108275.85,12960,40953.6,2.8
AV4052,Airbus A320,DXB,BOM,19-04-2026 17:57,On Time,0,1200,160,143,256.52,36682.36,4080,12892.8,3.2
AV4053,Boeing 737,DXB,SYD,19-04-2026 18:46,On Time,0,7500,180,114,310.36,35381.04,27000,85320,2.1
AV4054,Boeing 737,DXB,SIN,19-04-2026 18:47,On Time,0,3600,180,129,700.87,90412.23,12960,40953.6,1.8
AV4055,Airbus A320,DXB,BOM,19-04-2026 18:59,Delayed,153,1200,160,155,830.34,128702.7,4080,12892.8,4.1
AV4056,Bombardier CRJ900,CDG,JFK,19-04-2026 20:06,Cancelled,0,3630,90,0,477.41,0,0,0,
AV4057,Airbus A320,DXB,CDG,19-04-2026 22:54,On Time,0,3200,160,123,933.91,114870.93,10880,34380.8,2.4
AV4058,Boeing 737,LHR,JFK,20-04-2026 00:18,On Time,0,3450,180,175,322.86,56500.5,12420,39247.2,4.3
AV4059,Boeing 737,DXB,SYD,20-04-2026 01:18,Delayed,51,7500,180,179,483.36,86521.44,27000,85320,4.2
AV4060,Bombardier CRJ900,DXB,CDG,20-04-2026 01:24,On Time,0,3200,90,72,452.82,32603.04,7040,22246.4,2.2
AV4061,Boeing 737,LHR,JFK,20-04-2026 02:30,Delayed,156,3450,180,128,894.24,114462.72,12420,39247.2,4.7
AV4062,Boeing 737,DXB,SYD,20-04-2026 04:13,On Time,0,7500,180,164,378.3,62041.2,27000,85320,2.1
AV4063,Airbus A320,DXB,JFK,20-04-2026 04:34,Delayed,161,6800,160,106,526.63,55822.78,23120,73059.2,4.3
AV4064,Airbus A320,DXB,BOM,20-04-2026 05:46,Delayed,22,1200,160,112,299.79,33576.48,4080,12892.8,3
AV4065,Airbus A320,DXB,JFK,20-04-2026 07:01,On Time,0,6800,160,146,567.01,82783.46,23120,73059.2,2.1
AV4066,Boeing 737,DXB,BOM,20-04-2026 07:07,On Time,0,1200,180,139,835.92,116192.88,4320,13651.2,4.8
AV4067,Boeing 737,DXB,LHR,20-04-2026 09:17,On Time,0,3400,180,122,393.23,47974.06,12240,38678.4,4.9
AV4068,Bombardier CRJ900,BOM,SIN,20-04-2026 09:57,On Time,0,2400,90,77,798.63,61494.51,5280,16684.8,3.3
AV4069,Boeing 737,DXB,SYD,20-04-2026 11:22,On Time,0,7500,180,160,879.05,140648,27000,85320,3.1
AV4070,Airbus A320,DXB,JFK,20-04-2026 13:03,On Time,0,6800,160,104,208.37,21670.48,23120,73059.2,4.7
AV4071,Boeing 787,BOM,SIN,20-04-2026 13:55,On Time,0,2400,290,206,755.14,155558.84,12480,39436.8,3.6
AV4072,Airbus A320,DXB,SYD,20-04-2026 14:33,Cancelled,0,7500,160,0,354.27,0,0,0,
AV4073,Boeing 737,LHR,JFK,20-04-2026 15:19,On Time,0,3450,180,123,290.26,35701.98,12420,39247.2,2.4
AV4074,Boeing 737,DXB,LHR,20-04-2026 15:44,On Time,0,3400,180,135,630.9,85171.5,12240,38678.4,3
AV4075,Airbus A320,LHR,JFK,20-04-2026 15:48,Delayed,149,3450,160,144,714.48,102885.12,11730,37066.8,4.4
AV4076,Airbus A350,DXB,BOM,20-04-2026 18:30,Delayed,73,1200,320,283,465.81,131824.23,6960,21993.6,4.5
AV4077,Bombardier CRJ900,BOM,SIN,20-04-2026 19:16,On Time,0,2400,90,77,181.34,13963.18,5280,16684.8,4.8
AV4078,Boeing 737,DXB,SYD,20-04-2026 20:09,On Time,0,7500,180,108,876.96,94711.68,27000,85320,2.5
